search_time,search_key,title,link,pub_date,description,source,newsUrl,content
2024-03-22 06:10:37,ETF,配息左手轉右手 買高股息ETF 教授提醒4盲點 - 聯合報,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vdmlwLnVkbi5jb20vdmlwL3N0b3J5LzEyMjg2NC83ODM0ODY00gEA?oc=5,2024-03-15 22:01:00,配息左手轉右手 買高股息ETF 教授提醒4盲點,聯合報,https://vip.udn.com/vip/story/122864/7834864,unknow domain
2024-03-22 06:10:37,ETF,00940狂潮不歇！網疑「高股息ETF會崩盤嗎？」 他推測可能劇本 - Yahoo奇摩股市,https://news.google.com/rss/articles/CBMi7gFodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzLzAwOTQwJUU3JThCJTgyJUU2JUJEJUFFJUU0JUI4JThEJUU2JUFEJTg3LSVFNyVCNiVCMiVFNyU5NiU5MS0lRTklQUIlOTglRTglODIlQTElRTYlODElQUZldGYlRTYlOUMlODMlRTUlQjQlQTklRTclOUIlQTQlRTUlOTclOEUtJUU0JUJCJTk2JUU2JThFJUE4JUU2JUI4JUFDJUU1JThGJUFGJUU4JTgzJUJEJUU1JThBJTg3JUU2JTlDJUFDLTA0MDAwMDkxNS5odG1s0gEA?oc=5,2024-03-16 04:54:40,00940狂潮不歇！網疑「高股息ETF會崩盤嗎？」 他推測可能劇本,Yahoo奇摩股市,https://tw.stock.yahoo.com/news/00940%E7%8B%82%E6%BD%AE%E4%B8%8D%E6%AD%87-%E7%B6%B2%E7%96%91-%E9%AB%98%E8%82%A1%E6%81%AFetf%E6%9C%83%E5%B4%A9%E7%9B%A4%E5%97%8E-%E4%BB%96%E6%8E%A8%E6%B8%AC%E5%8F%AF%E8%83%BD%E5%8A%87%E6%9C%AC-040000915.html,"[FTNN新聞網]記者李惠婷／綜合報導元大台灣價值高息（00940）11日開跑後，各地因民眾搶購而頻現亂象，也顯示出台人對高股息ETF的鍾愛，有網友便疑惑，「高股息ETF永動機會以什麼方式跌落神壇？」引起眾人留言，有人便指出，高股息ETF下市機會小，但可能因交易成本過高、選股錯誤等原因，被大盤型ETF或強勢個股超車。原PO近日於PTT發文表示，高股息ETF宛如永動機，會定期淘汰低股息股票，納入高股息成分股，每發行一檔都有數千億資金湧入，「我就問，高股息ETF永動機會以什麼方式跌落神壇？」他列出的選項有三，一為每間公司都賠錢，發不出股利好幾年，ETF清算下市；二為恐慌性大跌，股民全數賣出，ETF清算下市；最後為不會下市，「早上車、早退休」。眾人熱烈討論，「台股崩盤ETF不就崩盤了，這啥問題」、「發現市場上沒有高股息的公司了」、「台股高股息內容大宗就那幾隻，換來換去是能差多少」、「個股仔先跳樓跳得差不多才會輪到ETF啦顆顆」、「不一定會賠錢，是很大機率落後大盤」、「0056我記得2008有配不出來一次、問題是其他每一年都配得出來…」、「ETF崩盤你覺得台股不會崩嗎」、「0056經過金融海嘯+Covid疫情，結果倒了嗎？」有人則推測出可能劇本，「ETF買盤湧入，導致成分股股價墊高->成分股股息率下降->根據高股息毫無邏輯的選股邏輯，頻繁把優質高獲利的股票剔除，徒增交易成本->根據高股息毫無邏輯的選股邏輯，把沒成長動力, 本益超低, 賣祖產扣淨值來發股息等死的股票被選入成分股->被0050和台積電超車，連車尾燈都看不到，超低能的高股息狂潮結束」。◎《FTNN新聞網》提醒您：本資料僅供參考，投資人應獨立判斷，審慎評估並自負投資風險。更多FTNN新聞網報導「國寶級ETF」遭內資砍殺！自營商本週連4砍0050 00892賣破千張列亞軍15檔ETF新成份股登本週盤面亮點！「這檔」金融股最吸睛 外資大撒幣狂搶進AI股火熱！投資小白心癢「想學又怕賠」怎解？ 網答：買「這個」不出錯 ◤抗通膨首選 小資煉金術◢黃金抗漲6折起 一台兩現省萬元龍年開運黃金 今生金飾下殺88折點睛品計價黃金 保值選這款絕美鑽飾5折起 情人節推薦禮日韓劇女主角最愛 鉑金首飾7折"
2024-03-22 06:10:37,ETF,股民注意！近60檔ETF將除息兩檔新股申購這張股票抽中即賺5萬！美國降息可能性仍待觀望 - Yahoo奇摩股市,https://news.google.com/rss/articles/CBMi2AFodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzL2V0Zi0lRTklOTklQTQlRTYlODElQUYtJUU1JThGJUIwJUU3JUE5JThEJUU5JTlCJUJCLSVFNSVBNCVBNyVFNyVBQiU4QiVFNSU4NSU4OS0lRTclQkUlOEUlRTUlOUMlOEItJUU4JTgxJUFGJUU2JUJBJTk2JUU2JTlDJTgzLSVFNSU4OCVBOSVFNyU4RSU4Ny0lRTklOTklOEQlRTYlODElQUYtMDA5MzktMDkwMDUxNzU4Lmh0bWzSAQA?oc=5,2024-03-16 15:16:20,股民注意！近60檔ETF將除息兩檔新股申購這張股票抽中即賺5萬！美國降息可能性仍待觀望,Yahoo奇摩股市,https://tw.stock.yahoo.com/news/etf-%E9%99%A4%E6%81%AF-%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E5%A4%A7%E7%AB%8B%E5%85%89-%E7%BE%8E%E5%9C%8B-%E8%81%AF%E6%BA%96%E6%9C%83-%E5%88%A9%E7%8E%87-%E9%99%8D%E6%81%AF-00939-090051758.html,投資貴先知！您是否曾經在匆忙的早晨，看到台股因為重大財經事件而大漲大跌，懊悔自己為什麼沒有早點知道？Yahoo奇摩股市每周為投資人精選當周財經大事，預先剖析事件重要性、各界預期發展的方向、可能造成的影響，並不定期介紹新上市櫃的台股生力軍，帶領股民「投資早知道」！台股投資人請注意！多檔債券ETF及高股息ETF將除息，在3月18日將除息的ETF包括大華優利高填息30（00918），每單位將配發0.7元；群益台灣精選高息(00919)股利為0.66元，凱基優選高股息30（00915）配發股利為0.72元，元大高息低波（00713）配發股利為0.88元。以及債券元大AAA至A公司債（00751B）股利配發0.44元和中信高評級公司債（00772B）配發0.13元。另外極受市場關注的台積電（2330）將在3月18日迎來除息，2023年第4季現金股利每股配發3.5元，台積電自2019年起改採每季配息，過去17次除息均成功填息，此次台積電會以多快的速度填息，也是市場關注焦點。而大立光（3008）則在3月21日也將除息，此次每股配息41元。唯一一檔在3月19日除息的ETF復華台灣科技優息(00929)將配發現金股利0.13元，如投資人於3月18日買進，即可領取股息！此外，投資人需注意，領取股利需要在除息日「前一天」買進方可領取，而無論除息日是否賣出都不影響領取權益。美國聯準會將於3月21日舉行利率會議，剛公布的2月消費者價格指數（CPI）顯示，2月份價格較1個月上漲0.4%，較去年同期上漲3.2%，超過預期，而生產者物價指數（PPI）從 1 月到 2 月上升了 0.6%，皆高於市場預期。當前市場普遍預計，聯準會將在3月的利率會議上將基準政策利率維持在5.25%-5.5%之間。在聯準會主席鮑爾和其他聯準會官員發表謹慎評論後，投資者調整了預期，目前押注聯準會將在3月和5月保持穩定，然後在6月進行首次降息。鮑爾上周表示，聯準會距離降息所需的信心「不遠了」，而他的一些同事則表示，降息可能會在「今年晚些時候」或夏季發生。統一台灣高息動能ETF（00939）募集531億元資金，於3月8日以巨量級規模成立，寫下台灣資產管理界新傳奇記錄，將於3月20日掛牌上市，錯過申購機會以及想繼續加碼之投資人，可於掛牌後在交易所下單交易。00939 為統一投信旗下首檔台股ETF，指數設計貼合台股獨特除權息周期，具備高股息、高效和高 CP 值三大特色，統一投信指出，00939 之所以能在市場引起熱烈迴響，來自於追蹤之指數將高息與股價成長動能達到最佳平衡，精準解決投資人痛點，讓 00939 不只是高股息 ETF，更成為全方位投資方案。配息方面，00939 是市面上唯一一檔月底領息的月配息 ETF，投資人可以搭配其他配息型 ETF，自組多週期領息組合，將月月配升級為雙周配。🌟 財報看門道：每周二下午 6 點🌟 看圖說股市：每周三下午 6 點🌟 投資診聊室：每周四下午 6 點🌟 投資早知道：每周日下午 5 點🌟 Hot台股：每個交易日盤後🌟 Yahoo早盤：每個交易日中午前🌟 財經大事紀：不定期更新
2024-03-22 06:10:37,ETF,ETF狂潮／ETF狂賣衝擊成分股股價 台股陷「尾巴搖狗」6風險注意 - 聯合報,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vdmlwLnVkbi5jb20vdmlwL3N0b3J5LzEyMTkzOC83ODM1NTcy0gEA?oc=5,2024-03-17 01:00:00,ETF狂潮／ETF狂賣衝擊成分股股價 台股陷「尾巴搖狗」6風險注意,聯合報,https://vip.udn.com/vip/story/121938/7835572,unknow domain
2024-03-22 06:10:37,ETF,等降息才買債券ETF太晚了！ 專家：00857B折溢價比00679B低首配高達5.5% 最高漲幅達65％ | 聯合新聞網 - 聯合新聞網,https://news.google.com/rss/articles/CBMiKWh0dHBzOi8vdWRuLmNvbS9uZXdzL3N0b3J5LzEyMzAwNi83ODM3MzA10gEA?oc=5,2024-03-18 00:00:00,等降息才買債券ETF太晚了！ 專家：00857B折溢價比00679B低首配高達5.5% 最高漲幅達65％ | 聯合新聞網,聯合新聞網,https://udn.com/news/story/123006/7837305,"   目前還是投資美債ETF的好時機嗎？理財達人怪老子認為答案很簡單，遲早都要降息的，何不現在買！心態上用以配息為主，價差為輔，就可以讓風險降到最低。   好好理財專欄主編Marra表示，一般人對債券市場比較不熟悉，但其實世界上最大的市場就是債券市場，市值高達133兆美元，比股市還要大！   Marra提到一般人可以透過購買債券ETF，也就是等於購買了一籃子債券。她在  2024年特別研究美國公債ETF，除了因為避險需求、風險較公司債小，最重要的是上漲空間大，以投等債、投等金融債，以及美國長天期公債相較的話，在前三次降息期間，平均漲勢最佳的就是「美國長天期公債」。   怪老子補充說明，目前殖利率還維持在高檔，這時買入長天期美債ETF，只要持有就可以鎖住買入時的殖利率很長一段期間。   怪老子說即便無價差可圖，年化報酬率也相當於到期殖利率。更何況，只要降息就一定會有豐厚的價差，至於是3個月後降息，或者1年後才降息就不用太在意了，畢竟這是到手的鴨子跑不掉的！  「永豐投信發行的美債ETF，證券代號00857B，去年全年度年化配息率竟然高達4.73%，比其他20年期美債ETF都還要多。今年第1季配息金額0.351元，年化配息率將近5.5%，除息日3/21，最後買進日3/20，喜歡配息的投資者，可別錯過喔。  元大00679B追蹤ICE美國政府20+年期債券指數，而永豐00857B也是追蹤相同指數，對了一下持有的40檔成分債券，確實全部都一樣。坦白說，其實00679B也沒有不好，只是常常出現溢價問題，圖一是最近30日的折溢價，藍色長條是元大00679B，橙色長條是永豐00857B，很明顯的可以看出永豐00857B折溢價穩定多了。折價就是市價比淨值還低，而溢價就是市價比淨值還要高，也就是會買貴了。同樣要買長天期美國公債20年，永豐00857B有比較大的機率買到便宜的。」   圖一：00857B折溢價比00679B低許多  資料來源：MoneyDJ  製圖：怪老子   以下是摘錄自永豐投信網站，怪老子解釋，00857B的平均到期殖利率4.34%，平均票息率2.75%，平均到期期間24.86年。代表如果持有這些成分債到期，相當於每年可以有4.34%的年利率。然而成分債到期日只要低於20年，就必須要賣出，再買入較長天期的公債。然而，這只是用較短天期的成分債券，交換較長天期的成分債券，交換時殖利率是相同的，有效到期殖利率不會因為期中的債券交換而改變太多。   圖二：00857B持債特性2024/2/29  資料來源：永豐投信官網   怪老子說，而若是眾所矚目的美國聯準會降息，能可以有多少價差賺，可以用升息以前的殖利率來推估。是00857B的股價走勢圖，2020年疫情前的殖利率維持在2.32%以下，疫情後殖利率下降至最低點1.52% (2020/3/9)，也是股價的最高點。之後出現通貨膨脹問題，殖利率一路上升至5.18% (2023/10/23)，也就是價格最低點。後來聯準會停止升息，價格就先上漲一波，導致殖利率下降至目前的4.34%。從圖三走勢圖看出，這次上漲只是小反彈，離過去的殖利率水準還有一段距離，也就是很大的價差可賺。  想知道殖利率若回復至過去的水準，會有多大價格漲幅，只要將圖二的00857B看成一檔債券，用Excel的PV函數，就可以算出百元價，公式為：  =-PV(到期殖利率/2, 年數*2, 100*票息/2, 100)  00857B票息2.75%，到期年數24.86年，到期殖利率4.34%，用公式算出來的百元價為75.963美元 [=-PV(4.34%/2, 24.86*2, 100*2.75%/2, 100)]。若殖利率降至疫情前2.32%，還有2.02%的空間，百元價會上漲至108.089美元，漲幅為42.3%，這可不是一個小漲幅呀。若是殖利率降至疫情最低1.52%，還有2.82%的空間，百元價可是會到125.385美元，漲幅為65.1%。  圖三：00857B還有多少漲幅  資料來源：yahoo財經  製圖：怪老子   怪老子強調，配息可以穩穩到手，價差是可遇不可求。投資很簡單，只要有穩定的配息，就能夠立於不敗之地。只要這時候買入長期持有，即便沒有價差可賺，每年也有4.34%年利率的利息收入。更何況，降息只是早晚的事，只要耐心等待就有。  怪老子提到前不久前聯準會只不過停止升息而已，美債ETF價格就上漲了一波，當聯準會宣布延後降息後，就又回檔了。這時候應該要感謝聯準會延緩降息，讓之前還沒上車的，還有最後的機會，不要等到確定降息，那時候就太晚了。  "
2024-03-22 06:10:37,ETF,全民為何瘋ETF？00939、00940掀ETF 熱潮金管會黃天牧QA 一次釋疑| 基金天地| 理財| 經濟日報 - 經濟日報,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vbW9uZXkudWRuLmNvbS9tb25leS9zdG9yeS81NjEzLzc4MzgwODPSAQA?oc=5,2024-03-18 02:02:10,全民為何瘋ETF？00939、00940掀ETF 熱潮金管會黃天牧QA 一次釋疑| 基金天地| 理財| 經濟日報,經濟日報,https://money.udn.com/money/story/5613/7838083,  台灣國人瘋 ETF ，甚至出現解定存、借信貸、挪學費、抵房子去搶 ETF，市場也關切 ETF 背後成分股集中度的問題，金管會主委黃天牧今早一次釋疑。  黃天牧認為，全民瘋 ETF 有三大關鍵：   一、民眾希望有一個可以管理風險又能看到穩健收益的商品   二、大家對台股發展有信心，進而對以台股為主要配置 ETF 有期待   三、國人喜歡配息型商品   至於，集中度問題，黃天牧則說，目前48檔 ETF 去投資台股共402檔成分股，權值大成分股、也是相對比較分散，初步來看「集中度問題還在可以被管理的範圍內」。  目前金管會最關心兩件事：  一、想投資 ETF 者，投信公司是否有在銷售過程中，去揭露 ETF 相關商品資訊？包括風險、配息、整個細部資訊，是否都讓投資人充分了解。   二、投信公司與網紅，或是透過行銷公司和網紅合作，都是置入性行銷，但這置入性行銷中是否有對投資人提供了與商品不一致的資訊，影響投資人決策。    台股示意圖。（聯合報系資料庫）    以下為採訪QA：  Q：ETF 出現過熱現象，金管會祭出何種手段？解定存去投資的風險為何？  黃天牧（以下稱黃）：目前有提出幾項規劃措施，過去 ETF 管理金管會也有幾項改革措施，從證期局日常監理收到檢舉或是金檢缺失，看到最關心兩件事：   一是想投資 ETF 者，投信公司是否有在銷售過程中去接露 ETF 相關商品資訊？包括風險、配息，整個細部資訊，是否都讓投資人充分了解。   二是收到檢舉和金檢看到，投信公司自己跟網紅或是透過行銷公司跟網紅，都有一種置入性行銷，這置入性行銷中是否對投資人提供了和商品不一致的資訊，影響投資人決策，這是我們比較關心的。   三是是否有羊群效應？投資人近期有一種錯失恐懼症「FOMO」（Fear of Missing Out），擔心自己趕不上這班船，羊群效應是任何熱賣金融商品都可能產生的行為，重點是投信公司是否有充分告知投資人有關商品相關完整資訊，投資人收到資訊是否跟商品有誤差。  Q：投信資金進入台股，是否造成台股波動？  黃：48檔 ETF 有關台股 ETF 部分佔台股市值2.38%，交易量佔台股不到1%，交易量是不多的。   台股 ETF 是佔台股市值2.38%，加上台股基金是五千多億元，佔台股市值也僅3%，台股有63兆元左右，從台股市值來說，是否有過度影響？從數字來看，是還好的。  Q：ETF 過熱根本原因是？背後代表甚麼意義？  黃：民眾他希望有一個相對風險能夠管理，又可以看得到穩健收益商品。   當然過去這幾年資本市場平穩發展，包括日前台股一度超過兩萬點，台股所代表的半導體和電子產業近年發展，大家對台股發展是有信心的，進而對於以台股為主要配置成分股的 ETF，對未來發展有期待，   加上國人喜歡配息製的商品，業者也針對國人期待設計出這些商品，對國人來說，這是有吸引力的。  Q：ETF 擔心背後成分股集中度問題？  黃：48檔 ETF 投資台股402檔成分股，相對是比較分散。  Q：402檔成分股會有資金倍數效果被放大，集中度過高？或是 ETF 尚未掛牌就搶上車？  黃：後者問題是所有被動式 ETF 問題，因為成分股是透明的，任何人都可以去做這個動作，這也是為何國外要推動主動式 ETF 的關係，主要是避免讓投資人去猜測持股的變動。   另外，所有 ETF 合計佔台股市值和交易量都比較小的，權值大成分股也是相對分散的，就目前結構來說，大家顧慮可以去關心，但尚未有市場擔心的地方   但隨 ETF 愈來愈大，一月初證期局請周邊單位，交易所和集保中心，從整個市場角度去觀察 ETF 成分股中的共通部分，集中度是否有強化抵禦力的作法，您關切問題還不至於發生，但制度設計上會朝這方向去努力   我們關心集中度問題，但實際報表來看，ETF 成分股也很分散，佔個別股票持股高，也很分散。初步看，目前還在能夠被管理的範圍之內，但是也尋求市場中長遠制度的發展，因此會請周邊單位建立市場相關管理機制。      延伸閱讀 00940之亂！立委質疑網紅宣傳抵押房投資 ETF 黃天牧：規範年中出爐 ETF成投資人新寵 三大衝擊值得關注 00940只要10元真的是便宜價嗎？分析師用一個例子說明貴或便宜怎麼判斷
2024-03-22 06:10:37,ETF,4個台灣人中有一位持有ETF…2萬點能買進嗎？「股市漲跌無法預測所以也沒有答案」 | 聯合新聞網 - 聯合新聞網,https://news.google.com/rss/articles/CBMiKWh0dHBzOi8vdWRuLmNvbS9uZXdzL3N0b3J5LzEyMzAwNi83ODM4MTU50gEA?oc=5,2024-03-18 02:45:13,4個台灣人中有一位持有ETF…2萬點能買進嗎？「股市漲跌無法預測所以也沒有答案」 | 聯合新聞網,聯合新聞網,https://udn.com/news/story/123006/7838159,  編按：據集保結算所、Cmoney的資料，56檔台股ETF受益總人數去年底突破600萬大關後，持續攀升，累計至2月16日已突破640萬人大關。  你知道月配息ETF並沒有保本，也沒有保證高配息嗎？  ETF（Exchange Traded Fund）指數股票型基金到底是什麼？   ETF（Exchange Traded Fund）中文全名為指數股票型基金，透過追蹤市場上的主要指數，買進並持有一籃子股票，能夠降低單純持有一間公司，遭遇股票大跌時的風險。   例如：0050追蹤台灣50指數，一次持有全台灣市值最大的50間公司，希望能夠複製全台灣前50大公司的市場表現，VOO追蹤S&P標普500指數，持有美國最強的500間公司，希望能夠複製美國500大公司表現。  ETF沒有辦法保證保本獲利，投資一定有風險，基金投資有賺有賠！   買股票能夠保證保本保證獲利嗎？答案顯然是不行。  ETF一次幫你買進一籃子股票，顯然也沒有辦法做到保證保本保證獲利，今年台股正式突破2萬點，讓不少原本還在觀望階段的投資人，紛紛捧著鈔票準備進場，甚至在網路上出現不少關於解定存、甚至借貸購買ETF的相關新聞，知美沒有辦法預測股市未來的漲跌，所以沒有辦法告訴你現在應該買進還是賣出，但是可以幫助剛進入市場的觀眾朋友好好了解，到底什麼是ETF，持有ETF的目的到底是什麼？  高股息ETF，一次幫你買進30~50檔配發高息的股票！   高股息ETF，透過「過去」、「現在」、「未來」...等配息表現，加上追蹤指數額外的選股邏輯，幫你挑選出30~50檔能夠配發出高息的股票，因為持有的是一籃子股票，而每一檔股票能夠配發出多少現金股利、股票股利，跟當年度的企業營收有關，所以今年、明年、後年能夠配發出的年度配息率，到底是6%、7%、8%、9%、10%沒有人可以保證。   簡單幫大家整理，到目前為止的小重點： 1.ETF指數股票型基金，透過追蹤指數買進一籃子股票的方式，能夠降低單一公司、單一產業的表現影響，分散投資風險，挑選追蹤市場上主要指數的ETF，長期持有能夠複製長期的市場表現。  2.ETF並沒有保本也沒有保證能夠年年配發高配息，單純持有一間公司股票，會遭遇股價上漲、下跌，營運狀況好配發高息、狀況不好不配息，持有一籃子股票的ETF也是如此，ETF價格究竟是上漲還是下跌，配息高或低，通通由持有的一籃子股票決定。  結論   ETF就是幫你買進一籃子股票，投資一定有風險，基金投資有賺有賠。   知美自己，每個月定期定額購買ETF，已經持續1年多的時間，自己本身也是ETF的長期追隨者，今天分享的文章內容，是想要讓剛進入ETF市場的觀眾朋友快速了解，ETF到底是什麼類型的投資商品。   知美為什麼會選擇ETF當作主要投資商品，因為ETF除了能夠幫忙買進一籃子股票，還會定期審核幫忙剔除不符合指數選股邏輯的成分股，對於沒有辦法每天分析企業財報的上班族來說，算是相對比較簡單的投資策略。   為什麼選擇長期定額定額當作主要投資策略，因為不論遇到市場大漲、大跌都可以有餘裕去面對，面臨大漲，就繼續定期定額跟著市場共同慶祝，面臨大跌，就繼續定期定額降低持有成本，等待後續微笑曲線發揮功效。   所以台股兩萬點還可以買ETF嗎？就看你相不相信挑選的ETF選股邏輯，能夠長期幫助你累積資產獲得報酬。  投資並非穩賺不賠，務必自身做好風險管控，粉專內容無提供任何投資買賣建議；投資有風險，買賣前請自行判斷。   ◎本文內容已獲 知美Jimmy 授權，原文出處於此；未經同意禁止取用轉載。
2024-03-22 06:10:37,ETF,〈金管會備詢〉黃天牧：ETF冠上「高股息」恐誤導配息率與定存對比不恰當| Anue鉅亨- 台股新聞 - Anue鉅亨,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5jbnllcy5jb20vbmV3cy9pZC81NDk0MjA20gEA?oc=5,2024-03-18 03:22:15,〈金管會備詢〉黃天牧：ETF冠上「高股息」恐誤導配息率與定存對比不恰當| Anue鉅亨- 台股新聞,Anue鉅亨,https://news.cnyes.com/news/id/5494206,unknow domain
2024-03-22 06:10:37,ETF,00940熱銷、ETF過度集中成分股恐引台股海嘯？證交所曝數據！「高股息ETF」未來不能再用？ - 今周刊-在今天看見明天,https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuY29tLnR3L2FydGljbGUvY2F0ZWdvcnkvMTgzMDEzL3Bvc3QvMjAyNDAzMTgwMDE3L9IBAA?oc=5,2024-03-18 03:24:39,00940熱銷、ETF過度集中成分股恐引台股海嘯？證交所曝數據！「高股息ETF」未來不能再用？,今周刊-在今天看見明天,https://www.businesstoday.com.tw/article/category/183013/post/202403180017/,unknow domain
2024-03-22 06:10:37,ETF,00940抬轎行情？千億資金加持高股息ETF前5強出列 - Yahoo奇摩股市,https://news.google.com/rss/articles/CBMi2wFodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzLzAwOTQwJUU2JThBJUFDJUU4JUJEJThFJUU4JUExJThDJUU2JTgzJTg1JUVGJUJDJTlGJUU1JThEJTgzJUU1JTg0JTg0JUU4JUIzJTg3JUU5JTg3JTkxJUU1JThBJUEwJUU2JThDJTgxLSVFOSVBQiU5OCVFOCU4MiVBMSVFNiU4MSVBRmV0ZiVFNSU4OSU4RDUlRTUlQkMlQjclRTUlODclQkElRTUlODglOTctMDM0ODQ1NzczLmh0bWzSAQA?oc=5,2024-03-18 03:48:52,00940抬轎行情？千億資金加持高股息ETF前5強出列,Yahoo奇摩股市,https://tw.stock.yahoo.com/news/00940%E6%8A%AC%E8%BD%8E%E8%A1%8C%E6%83%85%EF%BC%9F%E5%8D%83%E5%84%84%E8%B3%87%E9%87%91%E5%8A%A0%E6%8C%81-%E9%AB%98%E8%82%A1%E6%81%AFetf%E5%89%8D5%E5%BC%B7%E5%87%BA%E5%88%97-034845773.html,台股高股息ETF去年規模成長4868億後，近期統一台灣高息動能（00939）、元大台灣價值高息（00940）兩檔高股息ETF先後募集，再掀高股息ETF熱潮，兩檔ETF將為台股帶來千億資金活水，而已掛牌的高股息ETF，因為與兩檔成分股有部分重疊，市場臆測可能會有「抬轎效應」，使得近期高股息ETF表現亮眼。延伸閱讀：跟00940拚了！00919配息0.66元新高 除息首日緩步填息統計目前掛牌的17檔高股息ETF，均有不少漲幅，攤開近一月表現來看，以凱基優選高股息（00915）上漲16%均冠，其次是群益台灣精選高息（00919）上漲15.3%、永豐ESG低碳高息（00930）上漲13.8%，另富邦特選高股息30（00900）、台新永續高息中小（00936）也各漲13.1%、11.8%擠進前5名。而上述高股息ETF前3強00915、00919、00930，與剛募集的00939、00940 10大成分股中，分別有8檔、14檔及9檔重疊，顯見在千億資金買盤將流入的情況下，不少投資人已搶先卡位，使得「抬轎效應」發酵，高股息ETF表現十分亮眼。00930經理人張怡琳表示，美國公布2月生產者物價指數（PPI）年增幅創下6個月來新高，顯示美國在對抗通膨仍具挑戰。台股方面，已來到相對高位，資金輪動加快，須慎防股市漲多後的修正，高股息ETF的成分股，能持續配發股利，代表營運相對穩健，因此若透過高股息ETF來參與市場，相對較能抵禦波動。⭐歡迎加入【Yahoo理財】LINE好友！⭐財經話題不漏接、達人理財省錢法、小資必看優惠，通通一手打包！Yahoo財經特派記者 呂欣芷：期待在網路新世代中，以深入淺出的方式呈現理財資訊，讓讀者更能掌握金融市場動態。
